vin,dealer_id,model,variant,color,days_in_inventory,status
H50GK5CZCZMZ00KG8,DLR_03,Harrier,Adventure+,Daytona Grey,2,Available
S0VHLWOZM18IOERUW,DLR_04,Nexon,Smart,Calgary White,29,Available
QAQ9JDAGNSNGBC1ZR,DLR_04,Safari,Pure,Lunar Slate,67,Available
D7HEHVD5A7F9CMH8H,DLR_20,Tiago,XE,Arizona Blue,22,Available
R3RKB0BGW6Y3CX99Q,DLR_01,Punch,Accomplished,Orcus White,51,Available
WQW4ZYQJN32DKNLS0,DLR_16,Curvv,Pure+,Pure Grey,2,Available
IOPKE36KWM5QMI3PY,DLR_05,Nexon,Fearless+,Pristine White,18,Available
H90LP1EIW7O9IZWV6,DLR_11,Safari,Pure,Stardust Ash,402,Critical
04QML42Z10G567AQ1,DLR_03,Punch,Creative,Calypso Red,36,Available
5GXQTKN8FI1V8SMWV,DLR_13,Nexon,Pure+,Flame Red,80,Available
M2J726AGD23RZIM0T,DLR_13,Tiago,XZ,Daytona Grey,46,Available
RX5LFZFJDCJEXDXD0,DLR_10,Punch,Adventure,Atomic Orange,66,Available
MW8XKHG42GXRL6FVD,DLR_03,Punch,Accomplished,Tornado Blue,36,Available
JOHQCXP19Z0V0FJPS,DLR_04,Harrier,Adventure,Orcus White,22,Available
LY3IBDYCIBB0TVVE4,DLR_05,Punch,Adventure,Daytona Grey,9,Available
JXCMNGNLNHAHSMLP4,DLR_03,Nexon,Smart,Fearless Purple,46,Available
ZA0CR8LE854MFUYHT,DLR_01,Safari,Smart,Oberon Black,10,Available
MRQQ1HC0SN5HPN6YH,DLR_05,Punch,Accomplished,Calypso Red,18,Available
3WLQY1FIY76BEFRDV,DLR_01,Nexon,Smart+,Calgary White,52,Available
EF9J2WCPGF0B2HAA9,DLR_16,Curvv,Smart,Opera Blue,2,Available
K6DXQKTQMJ6AM0513,DLR_03,Altroz,XE,Avenue White,5,Available
2H806M6G5G2I2DOD8,DLR_03,Tiago,XM+,Midnight Plum,69,Available
BSEDCX18R4LG2R6HY,DLR_02,Safari,Adventure,Lunar Slate,7,Available
IXC82Q6QBIZMPXO1H,DLR_15,Altroz,XZ,Harbour Blue,125,Aging
2P4E051BSAIED98EU,DLR_16,Safari,Smart,Oberon Black,70,Available
LJD9JSFD2NTOBNLHP,DLR_20,Punch,Pure,Daytona Grey,41,Available
S3RQCBUBV8X1A7W9N,DLR_15,Harrier,Adventure,Oberon Black,7,Available
XDOWMX2WAA2PQLTWG,DLR_01,Punch,Accomplished,Orcus White,36,Available
CMSWGLKSSSTQIGR5I,DLR_03,Punch,Adventure,Meteor Bronze,53,Available
1FH9W7DUP24SZGE5I,DLR_07,Tiago,NRG,Daytona Grey,1,Available
VQGUF1SOYXYUAC06I,DLR_06,Punch,Adventure,Orcus White,5,Available
WK0HGQ32MUZ20BH2F,DLR_01,Tiago,XE,Midnight Plum,3,Available
O04JBCLLHHEIAVLU0,DLR_02,Nexon,Smart,Fearless Purple,60,Available
FTUZDXFKE78MZKTOY,DLR_01,Harrier,Fearless,Orcus White,4,Available
HH4KIWRIQRPWFHFVV,DLR_14,Safari,Adventure,Oberon Black,47,Available
F8QA1RPM8UH17JD3L,DLR_04,Punch,Pure,Meteor Bronze,1,Available
7YEPFX0R99LCQ3R98,DLR_15,Nexon,Pure,Calgary White,31,Available
RQCO5RX4Q45NX2WB0,DLR_02,Nexon,Creative,Pristine White,32,Available
7TFPKL272U8F7LDKN,DLR_09,Safari,Adventure,Stardust Ash,81,Aging
NHU6F8PVMPNEV8PHA,DLR_16,Nexon,Creative+,Calgary White,61,Available
8UR92RAU6079PTH1Y,DLR_04,Punch,Creative,Meteor Bronze,58,Available
P40469KB1ZM9Y21PZ,DLR_04,Harrier,Pure+,Ash Grey,5,Available
H3PQPQGWAI4EIBB82,DLR_07,Harrier,Pure,Oberon Black,12,Available
4L9ABQ5KFFKBOV8XA,DLR_04,Safari,Smart,Daytona Grey,4,Available
UGSOULMN3FA4T7QNV,DLR_01,Tiago,XE,Opal White,4,Available
468V6UXM9SSSEN4Z5,DLR_19,Harrier,Adventure+,Oberon Black,1,Available
16XJPUB9MPGDGMLEQ,DLR_01,Harrier,Adventure,Ash Grey,10,Available
G5NF2Q0CZ2UAWLFB6,DLR_07,Tiago,XM,Midnight Plum,82,Aging
3FQO2WJZEFWWZ4T0N,DLR_02,Nexon,Pure,Flame Red,27,Available
RKDNLJI9O9G1WP1O0,DLR_01,Safari,Smart,Oberon Black,51,Available
AT7793FBR1YVFNF6Y,DLR_11,Harrier,Pure+,Lunar Slate,57,Available
CXK5X4LVMHARO9ESK,DLR_07,Harrier,Pure,Ash Grey,10,Available
HZ5V6O98AI85M3UP5,DLR_10,Nexon,Smart,Flame Red,164,Critical
0MX7F7KRW6FOFXSFV,DLR_07,Nexon,Fearless,Pure Grey,4,Available
05J3AYOVQ7DV8F39C,DLR_05,Punch,Pure,Atomic Orange,71,Aging
Y0NOEVVAZI93YQ08R,DLR_06,Nexon,Fearless,Pure Grey,43,Available
52OXDYURMF5RCTHW7,DLR_14,Safari,Accomplished,Daytona Grey,14,Available
A9WN5AURDKAWTQO5J,DLR_04,Safari,Pure,Orcus White,123,Aging
3H7A8Q4GA7RB7YJEO,DLR_16,Punch,Creative,Atomic Orange,3,Available
2MUDCO29P5RBG9TTE,DLR_11,Altroz,XZ,Cosmo Dark,56,Available
BQKA4UNNGO4JH7847,DLR_08,Punch,Accomplished,Tornado Blue,5,Available
I8RP4KGLVRSP2EC4M,DLR_07,Punch,Accomplished+,Daytona Grey,8,Available
8GHC9329P6X7Z26ER,DLR_02,Punch,Pure,Daytona Grey,3,Available
IDG9265W2ECWZ5HD5,DLR_17,Altroz,XZ,Harbour Blue,59,Available
DVQD7IX5NX6E7G1LU,DLR_05,Punch,Adventure,Calypso Red,37,Available
D8KL6T6RXDGNRIAHJ,DLR_02,Punch,Pure,Orcus White,209,Critical
V4CKRN83ONB4RB042,DLR_05,Altroz,XM,Harbour Blue,76,Aging
J8LDU1YV3VECO9DCG,DLR_02,Punch,Pure,Daytona Grey,38,Available
O8AUBY5PDDEEU2QJW,DLR_17,Safari,Adventure+,Orcus White,6,Available
6ZCEHVGU96MSFU4AU,DLR_03,Safari,Smart,Daytona Grey,83,Aging
XP56Y1YWJ1BTV81C4,DLR_03,Nexon,Fearless,Calgary White,151,Critical
3H9MQNVMJB7L3FQ5A,DLR_10,Nexon,Pure,Calgary White,4,Available
Z1Y46WTZZMTWYO2S8,DLR_04,Tiago,NRG,Arizona Blue,12,Available
G4HYV08MHSSFJZ03C,DLR_01,Punch,Adventure,Daytona Grey,90,Aging
2H97H7AJ9Q42G24AB,DLR_01,Tiago,XM,Daytona Grey,5,Available
NRZNQF3KOPOK6EDLV,DLR_07,Harrier,Pure,Orcus White,9,Available
0353S4LQ6BOOLJUMI,DLR_07,Altroz,XE,Downtown Red,190,Critical
4BXBNN3PHG2O1RCZE,DLR_06,Nexon,Creative+,Calgary White,2,Available
IAGTPAURL33TR7VJ3,DLR_14,Tiago,XE,Daytona Grey,24,Available
2P786MRLVNMTS196Z,DLR_03,Punch,Adventure,Calypso Red,160,Critical
4LYHA06NE27QXN4BB,DLR_15,Tiago,NRG,Arizona Blue,49,Available
EPLCELUQU56I8B3DV,DLR_17,Safari,Adventure+,Daytona Grey,82,Aging
P0K4XQ3F23BMHUG5N,DLR_01,Curvv,Pure,Opera Blue,33,Available
ZR0Q2SOU5QIT0EHFQ,DLR_11,Harrier,Fearless,Lunar Slate,6,Available
1P8AHWLDV63YD6O8D,DLR_02,Safari,Pure,Stardust Ash,54,Available
AP4MGRJZF0CNXHSTL,DLR_07,Nexon,Fearless,Fearless Purple,215,Critical
M1RPZSSTQEZUOF1H9,DLR_08,Tiago,NRG,Midnight Plum,58,Available
4XCRPDEWKJCUHTST8,DLR_01,Safari,Pure,Lunar Slate,15,Available
OMM5IFWQC4E5TM7KG,DLR_03,Punch,Pure,Daytona Grey,21,Available
YH9ZMY2MS9GA76SCR,DLR_02,Punch,Creative,Tornado Blue,46,Available
380K8BZO5C7EISW8Z,DLR_14,Altroz,XZ,Avenue White,74,Aging
V22HRLWYH06E0N2IQ,DLR_19,Tiago,XM,Midnight Plum,26,Available
MPCG6AMKCNI8B05Q1,DLR_10,Nexon,Fearless,Calgary White,8,Available
3XR7SSU21KHI3EYJW,DLR_02,Safari,Pure,Daytona Grey,12,Available
6E99744BII3HCVQVX,DLR_17,Nexon,Pure,Pure Grey,97,Aging
7YXKSHPHS0DB9PDWY,DLR_05,Safari,Pure,Lunar Slate,58,Available
1PZ34ML4FIVJ3XODU,DLR_08,Tiago,XE,Daytona Grey,2,Available
SXWL8VVQDM6MI47MN,DLR_15,Curvv,Smart,Pristine White,55,Available
6XC4SJ226W0VQDHXF,DLR_11,Tiago,XM+,Midnight Plum,1,Available
I2SI9UKWY6A82QQ3H,DLR_20,Altroz,XM,Cosmo Dark,9,Available
M3H4JJEOXE6CCFAB0,DLR_13,Safari,Accomplished,Lunar Slate,14,Available
9AD8VWGTFGMUM0A12,DLR_01,Harrier,Pure,Daytona Grey,234,Critical
SE0LZ99UPWZ0FI2U6,DLR_01,Curvv,Smart,Pure Grey,24,Available
MFK2XBPF7240LBEDL,DLR_06,Harrier,Smart,Coral Red,69,Aging
Q7DFRAE77P19PEV0K,DLR_09,Tiago,NRG,Flame Red,140,Critical
6F0IFT14OYVERPN9I,DLR_07,Punch,Accomplished,Orcus White,98,Critical
488F3DYSF1WH00QQ1,DLR_06,Punch,Pure,Tornado Blue,56,Available
884SIM03CT1RAJ50N,DLR_02,Nexon,Smart+,Intensi-Teal,6,Available
CWJB5C5XIUIWD6X6Y,DLR_08,Tiago,XE,Arizona Blue,63,Aging
SMQGXWCRL2IB8193O,DLR_11,Harrier,Smart,Daytona Grey,14,Available
IFZK8JEPBVSH4FFHR,DLR_06,Nexon,Fearless,Intensi-Teal,36,Available
ZJTRZ34RWTXBNXNB4,DLR_03,Punch,Accomplished+,Atomic Orange,143,Critical
PT0ITJ19XCQ7TAZV8,DLR_08,Harrier,Pure,Ash Grey,43,Available
1N8DV6GXM7XQQBFHN,DLR_06,Punch,Pure,Orcus White,72,Aging
W3E9K5PZRUJ2W2TUB,DLR_17,Curvv,Accomplished,Virtual Sunrise,114,Critical
1CD3K6BP4PVIX5KOB,DLR_07,Nexon,Creative,Flame Red,24,Available
FWR21W7UWQUYZ3301,DLR_17,Safari,Pure+,Cosmic Gold,71,Aging
14FRQBN3677DT1WVF,DLR_08,Harrier,Fearless,Orcus White,105,Critical
6H1XMPKCDYUJMJ7OH,DLR_07,Curvv,Pure,Pure Grey,6,Available
SNGMQOR7VQG7B9EJ6,DLR_07,Safari,Smart,Cosmic Gold,171,Critical
LHWDQ6FBWCFX6K9M1,DLR_06,Harrier,Adventure,Orcus White,4,Available
FTFOTP3Z4ROSFR68F,DLR_13,Nexon,Pure,Daytona Grey,39,Available
TM9951VYW5RWWRTET,DLR_17,Altroz,XM,Harbour Blue,97,Aging
U7IM82G6JGOVWH4S5,DLR_04,Punch,Creative,Tornado Blue,99,Aging
EGFLKQIW9VZ95VGYW,DLR_04,Harrier,Adventure,Oberon Black,129,Critical
Q2WMX8OHU0DDOSG53,DLR_12,Tiago,XM+,Midnight Plum,1,Available
WA2J0M8N91J3Z7ERK,DLR_01,Nexon,Pure,Intensi-Teal,6,Available
LBRP891DD2N0NHCBT,DLR_07,Nexon,Creative,Pure Grey,36,Available
FHOKGZ1AJJJ33GIP3,DLR_09,Tiago,NRG,Midnight Plum,92,Critical
L2UW8CPSLMVPUJQER,DLR_14,Tiago,XZ,Opal White,160,Critical
EQLJZQARUGXFEQESX,DLR_12,Tiago,XZ,Flame Red,40,Available
XB51S28PUG8LVSWYX,DLR_09,Tiago,XZ,Opal White,1,Available
SVN6FPS83X6ZLIM1B,DLR_14,Tiago,XM+,Midnight Plum,88,Aging
8X7FSCNJHA6DZBYHS,DLR_05,Safari,Pure,Daytona Grey,9,Available
X2MTJ3H14LAO6I1EN,DLR_01,Punch,Creative,Meteor Bronze,14,Available
ZUUMCNJY6MZEW0U5N,DLR_06,Nexon,Creative,Daytona Grey,4,Available
962Q253IXXY8F3R8U,DLR_09,Punch,Adventure,Calypso Red,36,Available
BE2018L15XP894LB2,DLR_17,Nexon,Smart,Daytona Grey,18,Available
D2835XY5LPOWQH010,DLR_03,Tiago,XZ,Opal White,22,Available
DHAR2HQ733B05ER5R,DLR_04,Tiago,XZ,Flame Red,8,Available
30T8E2GFOXQ24GI0G,DLR_02,Nexon,Smart,Calgary White,1,Available
AKTMD9CBSSXE5PV1A,DLR_03,Punch,Creative+,Orcus White,42,Available
LT5MHD5PE5CX6ZO9D,DLR_06,Safari,Pure+,Daytona Grey,3,Available
7MK624NTAZGLIU32Y,DLR_17,Curvv,Smart,Daytona Grey,62,Aging
U4EG7ASH4J9TSJGWO,DLR_16,Tiago,XZ,Midnight Plum,31,Available
VKQAUBCNIWGBO02I8,DLR_18,Punch,Accomplished,Orcus White,51,Available
48KLNMFPCIJLR60A6,DLR_01,Altroz,XM,Opera Blue,81,Aging
T9Y6UJC1OPH944KXS,DLR_02,Tiago,XE,Midnight Plum,62,Aging
8M8G5DM12HO2AZ88Z,DLR_01,Nexon,Smart,Fearless Purple,7,Available
LSI6L5SODYNTGXH2Y,DLR_15,Nexon,Fearless,Pristine White,44,Available
WOH6GLAF48QSZRX0Z,DLR_07,Punch,Adventure,Calypso Red,55,Available
HK4RQSFLQS2I1BR4Y,DLR_06,Nexon,Pure,Pristine White,4,Available
I1XF51N04ZOH25ESA,DLR_17,Nexon,Smart,Pure Grey,36,Available
PEPQBDQJHZIFDRLF9,DLR_15,Nexon,Smart,Calgary White,65,Aging
TS8FEBCG6TFZ4KWP7,DLR_06,Nexon,Smart+,Pristine White,193,Critical
M5L224Y3T55M3SITC,DLR_15,Punch,Adventure,Meteor Bronze,39,Available
Z599VL6L64RD06ZTG,DLR_09,Nexon,Fearless+,Fearless Purple,5,Available
J7Z2S5231KMVOSCNG,DLR_02,Safari,Pure,Orcus White,81,Aging
7PAINWNY5TNWFMRVP,DLR_10,Nexon,Smart+,Calgary White,8,Available
RFKVDEK78I31G1BBF,DLR_05,Punch,Accomplished+,Orcus White,46,Available
TRB04CSMLZZFQZNFM,DLR_09,Harrier,Fearless,Lunar Slate,47,Available
C3RSHUY14FSDD23I7,DLR_06,Tiago,NRG,Midnight Plum,68,Aging
E7IJJZTB6Q2GQ4R40,DLR_10,Tiago,XM,Arizona Blue,5,Available
U13LUTZEW697SQ1JL,DLR_06,Nexon,Smart,Flame Red,12,Available
2D4PUR9ZTQRM840DK,DLR_03,Punch,Accomplished,Meteor Bronze,7,Available
DZRC2G7P3X6A3E2WM,DLR_06,Safari,Pure+,Oberon Black,170,Aging
JHR34K43N7KCVOOK8,DLR_01,Nexon,Smart+,Flame Red,27,Available
8CFA09WOK4HZWLSSE,DLR_01,Nexon,Smart,Flame Red,20,Available
80YM13JGJ9BCR2CL5,DLR_07,Nexon,Pure,Fearless Purple,7,Available
V4AVG874AVUS05NQK,DLR_14,Tiago,XE,Midnight Plum,20,Available
KAT8XDVE0DRPIGMWC,DLR_05,Nexon,Fearless+,Daytona Grey,22,Available
J8GE32VHYZC85RSHN,DLR_14,Safari,Smart,Stardust Ash,77,Aging
D39Y7G0TCPZDTE8SC,DLR_01,Harrier,Smart,Orcus White,62,Aging
Q6GHO36AP0H9GTIN0,DLR_07,Punch,Accomplished,Calypso Red,26,Available
50W308CR74I6OU87Q,DLR_14,Curvv,Accomplished,Daytona Grey,6,Available
NAAQIQGKLWWZ01FA2,DLR_04,Punch,Pure,Calypso Red,6,Available
861P0Y4Y27TJV1NCU,DLR_03,Harrier,Smart,Lunar Slate,1,Available
38YR19S4UN9RPXXEV,DLR_06,Nexon,Fearless+,Pure Grey,22,Available
NTPKARTCVBZAGUYSI,DLR_17,Curvv,Pure,Pristine White,18,Available
DP1R481EOVDIFKRMF,DLR_10,Nexon,Creative,Fearless Purple,185,Aging
44FGCRCM7PL0ARU5J,DLR_11,Punch,Adventure,Daytona Grey,28,Available
N7F11NQCO7NDDJ64E,DLR_05,Nexon,Smart,Calgary White,27,Available
E2MHOPQH5LKRL8SEL,DLR_14,Nexon,Fearless,Flame Red,58,Available
CTQRA3JKP79YIO0EM,DLR_02,Curvv,Creative,Virtual Sunrise,67,Available
MGT7EYEQIJIW1BG9S,DLR_01,Punch,Accomplished,Orcus White,1,Available
DIRU0YJBYBE9FAMYJ,DLR_06,Tiago,XE,Midnight Plum,47,Available
IRUQ9478W66J7XO5L,DLR_03,Nexon,Pure,Intensi-Teal,191,Critical
12YJBSJGY8I7LG7SL,DLR_05,Tiago,XZ+,Daytona Grey,7,Available
0VI6SP4G8XJFFL5Z9,DLR_18,Harrier,Adventure,Ash Grey,62,Available
QH8EEA9R0TCPYCK5O,DLR_20,Nexon,Fearless,Fearless Purple,66,Available
1J6JMLBCJT2HJQVIT,DLR_10,Safari,Smart,Cosmic Gold,22,Available
RU9R75YUS90UZ22NZ,DLR_11,Altroz,XM,Downtown Red,36,Available
AJC3XYAB4F5J4X4P7,DLR_04,Tiago,XZ+,Midnight Plum,50,Available
JFS4ZOSAHG1QTQBQQ,DLR_01,Harrier,Fearless,Ash Grey,5,Available
VS8FPJYXVSYWOEZ8V,DLR_08,Harrier,Fearless+,Lunar Slate,48,Available
3XL9MT2S79RZOR6FT,DLR_03,Punch,Pure,Atomic Orange,34,Available
MHUI99LLCA3UGS2BT,DLR_07,Altroz,XE,Downtown Red,82,Available
9H6BBHBOYM1RAV3X5,DLR_03,Tiago,XZ,Arizona Blue,62,Available
QM9ZLMW95K19WPDW8,DLR_08,Altroz,XE,Harbour Blue,6,Available
O6WX80ZILW2FRYFY9,DLR_18,Punch,Accomplished+,Tornado Blue,222,Critical
VE3KHRABVOW825IBD,DLR_02,Nexon,Smart,Calgary White,1,Available
QOHBWO7CW9CUM6SP9,DLR_04,Tiago,XZ+,Daytona Grey,3,Available
FXHP9VGOZ7JSJ8EIX,DLR_06,Punch,Pure,Daytona Grey,8,Available
U34P64Z5H2ZXGZJSB,DLR_02,Tiago,XM,Arizona Blue,147,Critical
5M07UWWJU0C9K71IR,DLR_06,Punch,Accomplished+,Daytona Grey,60,Available
C7W438771VBTX8DWF,DLR_08,Tiago,NRG,Arizona Blue,9,Available
7YYK778SSWOMTBD3S,DLR_05,Altroz,Dark,Downtown Red,19,Available
S7PMAK9WHBR87XB1T,DLR_09,Nexon,Creative,Intensi-Teal,72,Available
9017LRLZOHK9Z3BN5,DLR_07,Nexon,Smart,Intensi-Teal,59,Available
85KMTPSBYMRSJU9N1,DLR_08,Nexon,Smart+,Intensi-Teal,10,Available
WZ66H84G1FTR6BLWH,DLR_13,Nexon,Fearless,Flame Red,35,Available
0DBP8JAHOV99C00UH,DLR_17,Harrier,Pure,Oberon Black,8,Available
J7FWS19PLILM8Q816,DLR_06,Curvv,Smart,Daytona Grey,5,Available
466NIE16DVEDZJ38T,DLR_02,Harrier,Pure,Ash Grey,7,Available
J4AN9H4NW49AFG5D5,DLR_10,Punch,Adventure,Calypso Red,67,Aging
SXWKOM2825RS7K310,DLR_20,Nexon,Creative,Pristine White,47,Available
LN1N23K4RUQH1CPMQ,DLR_07,Punch,Adventure,Meteor Bronze,38,Available
BR685RDC947OFOUE7,DLR_03,Safari,Accomplished,Stardust Ash,13,Available
NJM02XK2E4R6BYX0D,DLR_11,Nexon,Fearless,Fearless Purple,119,Critical
1C0LDJ2QL5U07W1N5,DLR_09,Altroz,XZ,Downtown Red,189,Critical
T198L8B04935YI2ZX,DLR_12,Harrier,Smart,Lunar Slate,107,Aging
ZIS0WGGWGDMIKBQVY,DLR_02,Harrier,Adventure,Ash Grey,5,Available
1JS7A5YOTYR5RUNDU,DLR_10,Nexon,Pure,Pristine White,245,Aging
QKQ9KNQWI4W8WYMQT,DLR_10,Curvv,Accomplished,Pristine White,20,Available
WA5SUHN15G9LRTSR6,DLR_08,Punch,Pure,Daytona Grey,54,Available
417DPDNWXMLH0RDV4,DLR_01,Nexon,Fearless,Pure Grey,3,Available
HJOFPC6XE0WBT5VCP,DLR_11,Harrier,Smart,Daytona Grey,325,Critical
6N6HSXPZLC8FQ6PP9,DLR_14,Nexon,Fearless,Pure Grey,87,Aging
PRNRR23UT9AA5KXSK,DLR_14,Nexon,Smart,Flame Red,8,Available
GCKNHYVAFHDK4YM68,DLR_05,Punch,Accomplished,Daytona Grey,85,Available
CKZ8MKP807SZGGOBN,DLR_14,Tiago,XZ,Midnight Plum,61,Available
QPO31BGONUJNRU2BJ,DLR_01,Nexon,Smart,Pure Grey,15,Available
8WOXXFOW50286FCS5,DLR_07,Safari,Pure,Daytona Grey,29,Available
LTTF6IRD9XZXOCRP6,DLR_06,Punch,Accomplished,Calypso Red,26,Available
E4A5RCN55M6K3L689,DLR_02,Punch,Accomplished,Meteor Bronze,179,Critical
57Q2VCB93UKWQ797T,DLR_02,Punch,Accomplished,Calypso Red,31,Available
OH2WKJLFFDRXJDD7O,DLR_07,Nexon,Smart,Pure Grey,3,Available
8DH0HX6Z8W7NBV72I,DLR_13,Safari,Pure,Oberon Black,24,Available
F4LPC8VOMFTGQP2EC,DLR_02,Punch,Accomplished,Tornado Blue,6,Available
1M7OC5XT3O1BAZETT,DLR_11,Nexon,Smart,Intensi-Teal,91,Critical
15CE6NNS3GL9QSDXL,DLR_01,Harrier,Smart,Lunar Slate,89,Aging
0NM6PBTGUJZ3YWZTH,DLR_01,Nexon,Smart,Daytona Grey,198,Critical
3Q045OKCG3XN5B78V,DLR_15,Nexon,Fearless,Calgary White,39,Available
O040Q722J34BEIJ77,DLR_01,Nexon,Pure,Daytona Grey,38,Available
RA0WA6RWUT8VOMTLK,DLR_07,Nexon,Smart,Flame Red,20,Available
QV95H07SUU5ADNX0N,DLR_04,Nexon,Creative,Calgary White,19,Available
BV6VPLLGNGZ8QZ4CL,DLR_11,Safari,Pure,Oberon Black,16,Available
R5EES7VH8C7L75Z0V,DLR_11,Altroz,XM+,Opera Blue,65,Available
GB613WMFXTI0BU2AM,DLR_06,Punch,Accomplished,Orcus White,19,Available
YFK8RR2GSO8N0AMEK,DLR_05,Nexon,Smart,Intensi-Teal,97,Aging
JMFIKBM92IX2N92TG,DLR_04,Curvv,Pure,Daytona Grey,3,Available
YT4XMGKMZ1M4RAG6K,DLR_10,Tiago,XM,Flame Red,79,Available
L9SAIR8D2SPLCMZNU,DLR_20,Nexon,Smart,Daytona Grey,1,Available
LGSQNKFT4GRG3WATQ,DLR_08,Harrier,Fearless,Orcus White,295,Critical
8GUGIQDYY3GDU4EOH,DLR_05,Punch,Adventure,Daytona Grey,39,Available
DJ6ETV9JYLJHKER29,DLR_11,Nexon,Pure,Daytona Grey,82,Aging
MNW0XM5HJY9DJKUHD,DLR_10,Nexon,Creative,Pure Grey,5,Available
7NTYC6E2UV3JFWEC9,DLR_09,Tiago,XM+,Opal White,6,Available
ABIDD9DCOHCZQF1UH,DLR_02,Punch,Creative,Meteor Bronze,4,Available
ONZETW70C6ZGZBQI3,DLR_07,Nexon,Pure,Calgary White,65,Aging
DSSXOVBUN0L0T4SFA,DLR_05,Punch,Pure,Tornado Blue,27,Available
EONM0BUOFLMH69YWJ,DLR_02,Nexon,Pure,Intensi-Teal,5,Available
5RFLJM3KA9G90KVV6,DLR_07,Tiago,XM,Opal White,106,Aging
D2RLM14ASTWQHVFOB,DLR_04,Nexon,Creative,Fearless Purple,21,Available
O488M33VI89RETR8S,DLR_02,Tiago,XM,Midnight Plum,46,Available
NNC5A9SKQXDGERHBV,DLR_02,Curvv,Accomplished,Opera Blue,82,Available
DCD184VV29VY7LK3B,DLR_05,Altroz,XZ,Downtown Red,126,Critical
3NU0ST71TN1YLPKT0,DLR_13,Punch,Accomplished,Meteor Bronze,9,Available
SAXJX3O4TZCO9XEP5,DLR_11,Nexon,Pure+,Pure Grey,60,Available
0BXXOWWRYKGZ6EVGB,DLR_03,Curvv,Creative,Pure Grey,21,Available
R37L9THN45S26KVA6,DLR_16,Nexon,Fearless,Pristine White,41,Available
H5GCTQHIVEP14QKS4,DLR_03,Safari,Accomplished,Daytona Grey,3,Available
2OQV8CGPA0KGIT050,DLR_10,Tiago,XZ+,Arizona Blue,166,Critical
U4W6X2AO6CV81NS0H,DLR_07,Tiago,XE,Daytona Grey,7,Available
NN2XI08RPICE12G8E,DLR_20,Nexon,Fearless+,Calgary White,66,Aging
3MS0TPS7KQZ1YQMBL,DLR_15,Nexon,Creative,Intensi-Teal,17,Available
LRVRLTYT3V6LGBK2X,DLR_07,Punch,Accomplished,Calypso Red,1,Available
8JFJXESURL7F590YU,DLR_02,Tiago,XE,Opal White,49,Available
ZANXULACD9JYMGKLC,DLR_14,Punch,Pure,Tornado Blue,103,Critical
FD6FBRMWV684O5LYB,DLR_07,Tiago,XE,Arizona Blue,16,Available
N36FTSXRFMTNWSTKW,DLR_03,Nexon,Smart,Pristine White,61,Available
NUGQ7QVR7L76BYNWR,DLR_13,Punch,Adventure,Calypso Red,1,Available
X1BCOZR9IVDTJ5BIC,DLR_15,Tiago,XM,Opal White,52,Available
63LKEISJEKYSQJSEG,DLR_08,Nexon,Fearless,Daytona Grey,155,Aging
191BVW85KJYCM8754,DLR_03,Punch,Creative,Meteor Bronze,5,Available
2JBGST6XY9SLLMSM7,DLR_11,Tiago,XZ,Flame Red,1,Available
385A9GU795QKTOWCC,DLR_01,Nexon,Creative,Pristine White,24,Available
568HJGWBWKRHQD8LZ,DLR_17,Punch,Accomplished,Meteor Bronze,21,Available
HK20Y0ZMJ7NPJO0N2,DLR_09,Nexon,Smart+,Intensi-Teal,22,Available
OII764TB76GIN1XWX,DLR_01,Nexon,Creative,Daytona Grey,46,Available
1KHPY81HR62WLYMCX,DLR_05,Nexon,Creative,Intensi-Teal,6,Available
D0HTJH7ZOC3GY51WT,DLR_07,Curvv,Smart,Daytona Grey,10,Available
3Y2W1V2CETU4NT77I,DLR_17,Punch,Accomplished,Orcus White,37,Available
9R47URMIQWIG8IBHB,DLR_08,Safari,Smart,Orcus White,66,Available
QJF2R6XZPCCMAXZUI,DLR_08,Nexon,Fearless,Flame Red,1,Available
SI6HKFOJJ31DR3NDY,DLR_04,Punch,Pure,Atomic Orange,28,Available
BP00A58YMOM4LWAWR,DLR_03,Altroz,XE,Harbour Blue,48,Available
RV77RRE8PWE72T07P,DLR_18,Harrier,Adventure,Daytona Grey,40,Available
FTE1MQH2UG0D1CIU1,DLR_03,Punch,Adventure,Meteor Bronze,4,Available
8EJN23W5H87ZNUVNU,DLR_02,Punch,Creative,Meteor Bronze,119,Critical
WJJPYJX2Q64R0UKSW,DLR_03,Nexon,Smart,Flame Red,21,Available
S1TLBNK3HZMNF81YB,DLR_20,Punch,Pure,Tornado Blue,43,Available
VQ9YUNB9WPLNCOQT2,DLR_17,Punch,Adventure,Tornado Blue,8,Available
TF273N3BYAFB7CQFA,DLR_07,Nexon,Pure,Pure Grey,2,Available
NPVNU0VNHFOOK7V7B,DLR_11,Nexon,Creative+,Pure Grey,2,Available
8PI0YVBQFQZA2CWXG,DLR_02,Harrier,Smart,Oberon Black,100,Aging
JFSUAOK48XKHLKTUQ,DLR_08,Tiago,XE,Daytona Grey,222,Critical
RQRBDLJEU9FMZVPXF,DLR_13,Nexon,Smart,Fearless Purple,28,Available
WIQBRKL1PLL7UACYR,DLR_07,Nexon,Smart,Calgary White,7,Available
ZNGCO4C694TO05DDQ,DLR_03,Tiago,XM,Daytona Grey,10,Available
6US74H5BZF0ZRFOGL,DLR_06,Punch,Pure,Calypso Red,12,Available
