Line_Item_ID,Job_Card_Number,Part_Number,Description,Inventory_Level,Quantity_Consumed,Unit_Price,Billed_Amount,Tax_Code
LI000070122,JC00041367,99000M47936,Tyre Shine,Consumable,1.0,1732.37,1732.37,GST12
LI000070123,JC00041368,99000M86682,Microfibre Cloth,Consumable,0.25,1089.47,272.37,GST12
LI000070124,JC00041369,990J0M68876,Body G3 Advance Liquid,Consumable,3.0,123.16,369.48,GST5
LI000070125,JC00041369,99000M37167,Rubber Care,Consumable,0.5,1584.44,792.22,GST12
LI000070126,JC00041370,13785932,Clutch Fluid,PM,1.0,1363.58,1363.58,GST18
LI000070127,JC00041370,99000M44272,Tyre Shine,Consumable,2.0,284.03,568.06,GST5
LI000070128,JC00041370,5M013712,Powertrain Assembly,Macro,1.0,142954.94,142954.94,GST18
LI000070129,JC00041371,16544008,Engine Oil 5W30,PM,1.0,4145.99,4145.99,GST18
LI000070130,JC00041371,990J0M92197,Air Filter Element,PM,1.0,1083.83,1083.83,GST18
LI000070131,JC00041371,3866115,Spring Clip,Micro,1.0,935.02,935.02,GST12
LI000070132,JC00041372,990J0M72092,Seat Protection Cover,Consumable,0.25,1285.11,321.28,GST18
LI000070133,JC00041373,99000M55026,Foam Wash Liquid,Consumable,0.5,27.31,13.66,GST12
LI000070134,JC00041373,990J0M89922,Microfibre Cloth,Consumable,3.0,1997.75,5993.25,GST12
LI000070135,JC00041374,99000M18721,Steering Cover,Consumable,0.25,1076.18,269.04,GST5
LI000070136,JC00041374,95110M53M00,AC Compressor Bracket,Mid,1.0,3500.0,3500.0,GST18
LI000070137,JC00041375,99000M39744,Upholstery Cleaner,Consumable,0.5,340.54,170.27,GST18
LI000070138,JC00041375,4864900,Seal Ring,Micro,1.0,137.61,137.61,GST18
LI000070139,JC00041375,990J0M99613,Engine Oil 5W30,PM,1.0,2219.95,2219.95,GST18
LI000070140,JC00041376,99000M59111,Seat Protection Cover,Consumable,3.0,1002.28,3006.84,GST12
LI000070141,JC00041376,3862605,Spring Clip,Micro,1.0,734.28,734.28,GST18
LI000070142,JC00041377,34221561,ECM Harness,Mid,1.0,15227.52,15227.52,GST18
LI000070143,JC00041378,0921793,O-Ring Washer,Micro,1.0,900.55,900.55,GST5
LI000070144,JC00041378,5M075661,Transmission Assembly,Macro,1.0,90935.7,90935.7,GST18
LI000070145,JC00041379,99000M13413,Super Lubricant,Consumable,2.0,244.02,488.04,GST18
LI000070146,JC00041380,991788281,Wiper Blade Insert,PM,1.0,684.26,684.26,GST12
LI000070147,JC00041381,3862276,Spring Clip,Micro,2.0,317.98,635.96,GST18
LI000070148,JC00041382,990J0M59050,Upholstery Cleaner,Consumable,0.25,219.51,54.88,GST12
LI000070149,JC00041382,990J0M60576,Body G3 Advance Liquid,Consumable,0.25,292.53,73.13,GST5
LI000070150,JC00041383,16531566,Spark Plug,PM,1.0,1147.55,1147.55,GST5
LI000070151,JC00041384,99000M13413,Super Lubricant,Consumable,0.5,244.02,122.01,GST12
LI000070152,JC00041384,95159153,Brake Pad Set,Mid,1.0,3970.73,3970.73,GST18
LI000070153,JC00041385,5M075108,Engine Block Assembly,Macro,1.0,110014.91,110014.91,GST18
LI000070154,JC00041385,3832331,Lock Pin,Micro,1.0,773.41,773.41,GST18
LI000070155,JC00041386,4863797,Spacer Shim,Micro,1.0,800.51,800.51,GST12
LI000070156,JC00041387,991752465,Cabin Air Filter,PM,1.0,3970.6,3970.6,GST18
LI000070157,JC00041388,3836560,Crush Washer,Micro,1.0,837.36,837.36,GST5
LI000070158,JC00041389,3868147,Tie Rod Lock Washer,Micro,2.0,1378.53,2757.06,GST12
LI000070159,JC00041389,0921666,Spring Clip,Micro,1.0,1459.8,1459.8,GST5
LI000070160,JC00041390,99000M54350,Foam Wash Liquid,Consumable,0.5,111.41,55.7,GST12
LI000070161,JC00041390,99000M78963,Body G3 Advance Liquid,Consumable,0.25,470.29,117.57,GST12
LI000070162,JC00041391,99000M93858,Super Cleaner,Consumable,1.0,1361.19,1361.19,GST18
LI000070163,JC00041392,990J0M48994,Microfibre Cloth,Consumable,2.0,1064.27,2128.54,GST5
LI000070164,JC00041392,990J0M39394,Super Cleaner,Consumable,2.0,2312.49,4624.98,GST5
LI000070165,JC00041393,3867168,Tie Rod Lock Washer,Micro,1.0,535.88,535.88,GST5
LI000070166,JC00041393,990J0M89922,Microfibre Cloth,Consumable,0.5,1997.75,998.88,GST18
LI000070167,JC00041394,1120039165,Differential Assembly,Macro,1.0,171884.45,171884.45,GST18
LI000070168,JC00041395,1120041348,Body Shell in White,Macro,1.0,95193.24,95193.24,GST5
LI000070169,JC00041396,99000M76807,Steering Cover,Consumable,3.0,659.13,1977.39,GST12
LI000070170,JC00041396,99000M37514,Super Adhesive,Consumable,1.0,859.26,859.26,GST12
LI000070171,JC00041397,38266985,Thermostat,Mid,1.0,13222.74,13222.74,GST5
LI000070172,JC00041397,99000M83052,Windshield Washer Fluid,Consumable,0.25,936.33,234.08,GST18
LI000070173,JC00041397,99194458,Wiper Blade Insert,PM,2.0,5669.24,11338.48,GST12
LI000070174,JC00041398,990J0M943804,Engine Oil 5W30,PM,1.0,4938.0,4938.0,GST18
LI000070175,JC00041399,99000M38054,RTV Gasket Maker,Consumable,0.25,421.51,105.38,GST12
LI000070176,JC00041400,990J0M48994,Microfibre Cloth,Consumable,0.25,1064.27,266.07,GST18
LI000070177,JC00041400,137143001,Brake Fluid,PM,1.0,4728.75,4728.75,GST5
LI000070178,JC00041401,4864900,Seal Ring,Micro,1.0,137.61,137.61,GST5
LI000070179,JC00041402,3865544,Banjo Connector Screw,Micro,1.0,1136.71,1136.71,GST5
LI000070180,JC00041402,99128449,Brake Fluid,PM,1.0,4664.39,4664.39,GST18
LI000070181,JC00041403,990J0M84906,Super Lubricant,Consumable,0.5,2342.46,1171.23,GST18
LI000070182,JC00041404,990J0M74750,Super Lubricant,Consumable,0.5,441.5,220.75,GST5
LI000070183,JC00041405,95129982,Relay Module,Mid,1.0,8917.64,8917.64,GST18
LI000070184,JC00041406,990J0M21969,Upholstery Cleaner,Consumable,2.0,1049.35,2098.7,GST18
LI000070185,JC00041406,99137082,Brake Fluid,PM,1.0,56.13,56.13,GST5
LI000070186,JC00041406,4867881,Crush Washer,Micro,1.0,914.09,914.09,GST12
LI000070187,JC00041407,3862625,Bolt Kit,Micro,2.0,1384.83,2769.66,GST18
LI000070188,JC00041408,137143001,Brake Fluid,PM,1.0,4728.75,4728.75,GST18
LI000070189,JC00041408,990J0M76549,Steering Cover,Consumable,2.0,639.95,1279.9,GST12
LI000070190,JC00041409,0923712,Spring Clip,Micro,1.0,1349.86,1349.86,GST18
LI000070191,JC00041410,990J0M95991,Upholstery Cleaner,Consumable,1.0,1762.11,1762.11,GST12
LI000070192,JC00041410,38248559,Damper Pulley,Mid,1.0,20206.08,20206.08,GST18
LI000070193,JC00041411,990J0M66330,Rubber Care,Consumable,0.25,350.19,87.55,GST5
LI000070194,JC00041412,42136015,Wheel Cylinder,Mid,1.0,28507.89,28507.89,GST18
LI000070195,JC00041412,6A013726,Complete Body Shell,Macro,1.0,101118.46,101118.46,GST5
LI000070196,JC00041413,34240015,Brake Shoe Set,Mid,1.0,19457.58,19457.58,GST18
LI000070197,JC00041414,990J0M91093,Steering Cover,Consumable,0.5,851.61,425.8,GST18
LI000070198,JC00041414,990J0M95991,Upholstery Cleaner,Consumable,1.0,1762.11,1762.11,GST18
LI000070199,JC00041415,990J0M45246,Super Lubricant,Consumable,1.0,2409.41,2409.41,GST18
LI000070200,JC00041415,34243756,Brake Shoe Set,Mid,2.0,36426.22,72852.44,GST18
LI000070201,JC00041415,95125313,Relay Module,Mid,1.0,23934.51,23934.51,GST5
LI000070202,JC00041416,99144832,Clutch Fluid,PM,1.0,2291.34,2291.34,GST18
LI000070203,JC00041417,990J0M38766,Body Wax Top,Consumable,2.0,1425.62,2851.24,GST12
LI000070204,JC00041418,42119847,AC Compressor Bracket,Mid,1.0,18131.56,18131.56,GST18
LI000070205,JC00041419,17632431,Brake Disc,Mid,1.0,13395.22,13395.22,GST18
LI000070206,JC00041419,42111058,Wheel Cylinder,Mid,2.0,7610.41,15220.82,GST5
LI000070207,JC00041419,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST5
LI000070208,JC00041420,16557924,Coolant,PM,1.0,3461.1,3461.1,GST18
LI000070209,JC00041420,99000M83052,Windshield Washer Fluid,Consumable,1.0,936.33,936.33,GST5
LI000070210,JC00041421,99134262,Clutch Fluid,PM,2.0,436.67,873.34,GST18
LI000070211,JC00041422,99000M02567,Seat Protection Cover,Consumable,2.0,1662.12,3324.24,GST12
LI000070212,JC00041422,4868546,Spacer Shim,Micro,2.0,786.98,1573.96,GST12
LI000070213,JC00041422,990J0M32616,Car Primer,Consumable,2.0,230.35,460.7,GST18
LI000070214,JC00041423,990J0M79585,Windshield Washer Fluid,Consumable,2.0,1826.72,3653.44,GST18
LI000070215,JC00041424,990J0M427073,Spark Plug,PM,1.0,1496.87,1496.87,GST18
LI000070216,JC00041425,6A087576,Gearbox,Macro,1.0,142455.46,142455.46,GST5
LI000070217,JC00041426,99000M44074,Body Wax Top,Consumable,1.0,1276.95,1276.95,GST12
LI000070218,JC00041427,34261047,ECM Harness,Mid,1.0,5406.69,5406.69,GST18
LI000070219,JC00041428,3831364,Seal Ring,Micro,1.0,59.84,59.84,GST18
LI000070220,JC00041428,5M075661,Transmission Assembly,Macro,1.0,90935.7,90935.7,GST18
LI000070221,JC00041428,4867028,Hose Clamp,Micro,1.0,571.34,571.34,GST18
LI000070222,JC00041429,99000M37167,Rubber Care,Consumable,1.0,1584.44,1584.44,GST5
LI000070223,JC00041429,990J0M07553,Super Cleaner,Consumable,1.0,1050.69,1050.69,GST12
LI000070224,JC00041429,0922906,O-Ring Washer,Micro,1.0,197.68,197.68,GST12
LI000070225,JC00041430,4864419,Lock Pin,Micro,1.0,174.77,174.77,GST18
LI000070226,JC00041431,99000M44074,Body Wax Top,Consumable,0.25,1276.95,319.24,GST5
LI000070227,JC00041432,95133499,Brake Pad Set,Mid,1.0,10474.85,10474.85,GST18
LI000070228,JC00041432,0921249,Spring Clip,Micro,1.0,716.93,716.93,GST18
LI000070229,JC00041433,990J0M943804,Engine Oil 5W30,PM,1.0,4938.0,4938.0,GST12
LI000070230,JC00041434,99000M89145,Body Wax Top,Consumable,0.5,784.35,392.18,GST18
LI000070231,JC00041434,99000M09278,Foam Wash Liquid,Consumable,2.0,2413.49,4826.98,GST12
LI000070232,JC00041434,99000M52648,Super Cleaner,Consumable,0.5,1572.62,786.31,GST18
LI000070233,JC00041435,99000M99252,Super Adhesive (19 ml),Consumable,1.0,111.0,111.0,GST5
LI000070234,JC00041435,990J0M27365,Foam Wash Liquid,Consumable,0.25,2436.24,609.06,GST18
LI000070235,JC00041435,990J0M60576,Body G3 Advance Liquid,Consumable,2.0,292.53,585.06,GST18
LI000070236,JC00041436,4868901,Seal Ring,Micro,1.0,608.21,608.21,GST18
LI000070237,JC00041437,990J0M39109,Upholstery Cleaner,Consumable,2.0,697.24,1394.48,GST18
LI000070238,JC00041437,990J0M38766,Body Wax Top,Consumable,0.5,1425.62,712.81,GST5
LI000070239,JC00041438,34281635,Brake Shoe Set,Mid,2.0,1948.52,3897.04,GST5
LI000070240,JC00041439,99000M64905,Super Lubricant,Consumable,1.0,1437.86,1437.86,GST18
LI000070241,JC00041439,38284744,Damper Pulley,Mid,2.0,3036.25,6072.5,GST12
LI000070242,JC00041440,4867028,Hose Clamp,Micro,2.0,571.34,1142.68,GST18
LI000070243,JC00041441,34262233,ECM Harness,Mid,1.0,17959.96,17959.96,GST18
LI000070244,JC00041442,99000M03758,RTV Gasket Maker,Consumable,3.0,308.46,925.38,GST5
LI000070245,JC00041442,6A026014,Chassis Frame,Macro,1.0,157667.1,157667.1,GST5
LI000070246,JC00041443,99160192,Fuel Filter Kit,PM,1.0,450.74,450.74,GST12
LI000070247,JC00041443,99000M50527,RTV Gasket Maker,Consumable,0.5,2239.85,1119.92,GST12
LI000070248,JC00041444,99000M21362,Foam Wash Liquid,Consumable,1.0,2257.36,2257.36,GST18
LI000070249,JC00041445,5M083770,Differential Assembly,Macro,1.0,206051.65,206051.65,GST18
LI000070250,JC00041446,137676775,Clutch Fluid,PM,1.0,499.25,499.25,GST18
LI000070251,JC00041447,990J0M21969,Upholstery Cleaner,Consumable,0.5,1049.35,524.67,GST18
LI000070252,JC00041447,165769648,Coolant,PM,1.0,2735.75,2735.75,GST18
LI000070253,JC00041448,5M096365,Body Shell in White,Macro,1.0,43957.32,43957.32,GST18
LI000070254,JC00041448,99000M49090,Body G3 Advance Liquid,Consumable,0.5,2179.94,1089.97,GST5
LI000070255,JC00041449,3867988,Tie Rod Lock Washer,Micro,4.0,892.86,3571.44,GST12
LI000070256,JC00041449,99000M89145,Body Wax Top,Consumable,1.0,784.35,784.35,GST12
LI000070257,JC00041449,1120079249,Differential Assembly,Macro,1.0,203083.78,203083.78,GST18
LI000070258,JC00041450,3E083297,Chassis Frame,Macro,2.0,202486.21,404972.42,GST18
LI000070259,JC00041450,99000M09278,Foam Wash Liquid,Consumable,0.25,2413.49,603.37,GST18
LI000070260,JC00041450,99000M29865,Tyre Shine,Consumable,0.5,479.88,239.94,GST18
LI000070261,JC00041451,165698260,Air Filter Element,PM,1.0,3783.66,3783.66,GST12
LI000070262,JC00041452,990J0M06112,Super Cleaner,Consumable,2.0,799.14,1598.28,GST12
LI000070263,JC00041453,990J0M47290,Microfibre Cloth,Consumable,1.0,36.99,36.99,GST12
LI000070264,JC00041453,17617424,Ignition Coil,Mid,1.0,35816.92,35816.92,GST18
LI000070265,JC00041454,3867166,Banjo Connector Screw,Micro,2.0,435.45,870.9,GST5
LI000070266,JC00041454,99000M05959,Steering Cover,Consumable,0.5,1076.5,538.25,GST12
LI000070267,JC00041454,990J0M45455,Seat Protection Cover,Consumable,0.25,1047.43,261.86,GST18
LI000070268,JC00041455,16572516,Engine Oil Filter,PM,1.0,1356.09,1356.09,GST18
LI000070269,JC00041456,99000M75460,Super Adhesive,Consumable,0.5,411.44,205.72,GST18
LI000070270,JC00041456,99128449,Brake Fluid,PM,1.0,4664.39,4664.39,GST18
LI000070271,JC00041457,3833645,Lock Pin,Micro,2.0,1144.88,2289.76,GST18
LI000070272,JC00041458,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST18
LI000070273,JC00041458,990J0M60110,Rubber Care,Consumable,1.0,1877.28,1877.28,GST18
LI000070274,JC00041459,1120062249,Engine Block Assembly,Macro,1.0,166952.39,166952.39,GST18
LI000070275,JC00041460,16516783,Engine Oil Filter,PM,1.0,245.44,245.44,GST12
LI000070276,JC00041461,17631288,Ignition Coil,Mid,1.0,29397.79,29397.79,GST5
LI000070277,JC00041461,3E091889,Front End Module,Macro,1.0,72826.37,72826.37,GST18
LI000070278,JC00041462,99000M83470,Microfibre Cloth,Consumable,1.0,221.25,221.25,GST18
LI000070279,JC00041463,990J0M43130,Spark Plug,PM,1.0,4199.96,4199.96,GST5
LI000070280,JC00041464,3E085388,Cylinder Head Assembly,Macro,1.0,226505.43,226505.43,GST5
LI000070281,JC00041465,0929017,Banjo Connector Screw,Micro,1.0,834.45,834.45,GST18
LI000070282,JC00041466,99000M65707,Windshield Washer Fluid,Consumable,0.5,2238.12,1119.06,GST18
LI000070283,JC00041466,38286367,Damper Pulley,Mid,1.0,18226.71,18226.71,GST18
LI000070284,JC00041466,38249443,Damper Pulley,Mid,1.0,2084.31,2084.31,GST18
LI000070285,JC00041467,165261633,Air Filter Element,PM,1.0,5193.73,5193.73,GST18
LI000070286,JC00041468,1120019110,Body Shell in White,Macro,1.0,140077.57,140077.57,GST5
LI000070287,JC00041469,165698260,Air Filter Element,PM,1.0,3783.66,3783.66,GST18
LI000070288,JC00041470,990J0M86198,Body Wax Top,Consumable,0.5,1018.95,509.48,GST18
LI000070289,JC00041470,1120079967,Powertrain Assembly,Macro,1.0,31750.86,31750.86,GST12
LI000070290,JC00041470,0925719,Bolt Kit,Micro,1.0,48.03,48.03,GST12
LI000070291,JC00041471,990J0M39430,Engine Oil Filter,PM,1.0,3197.18,3197.18,GST12
LI000070292,JC00041471,5M097128,Body Shell in White,Macro,1.0,198860.59,198860.59,GST12
LI000070293,JC00041471,3835033,Hose Clamp,Micro,1.0,104.6,104.6,GST18
LI000070294,JC00041472,34244531,ECM Harness,Mid,1.0,8420.73,8420.73,GST5
LI000070295,JC00041472,3E042556,Front End Module,Macro,1.0,180599.98,180599.98,GST5
LI000070296,JC00041473,0929017,Banjo Connector Screw,Micro,1.0,834.45,834.45,GST18
LI000070297,JC00041473,990J0M01334,Super Lubricant,Consumable,3.0,882.04,2646.12,GST12
LI000070298,JC00041474,42158364,AC Compressor Bracket,Mid,1.0,25446.63,25446.63,GST18
LI000070299,JC00041475,3E091889,Front End Module,Macro,1.0,72826.37,72826.37,GST12
LI000070300,JC00041475,34257908,ECM Harness,Mid,1.0,29546.34,29546.34,GST5
LI000070301,JC00041476,991502732,Cabin Air Filter,PM,1.0,3574.83,3574.83,GST12
LI000070302,JC00041476,990J0M00864,Body G3 Advance Liquid,Consumable,0.25,869.23,217.31,GST12
LI000070303,JC00041477,4866984,Lock Pin,Micro,1.0,660.92,660.92,GST5
LI000070304,JC00041477,165769648,Coolant,PM,2.0,2735.75,5471.5,GST18
LI000070305,JC00041477,38259786,Damper Pulley,Mid,1.0,23993.68,23993.68,GST18
LI000070306,JC00041478,990J0M88471,Windshield Washer Fluid,Consumable,0.25,149.12,37.28,GST5
LI000070307,JC00041479,99000M83052,Windshield Washer Fluid,Consumable,1.0,936.33,936.33,GST18
LI000070308,JC00041480,95110M53M00,AC Compressor Bracket,Mid,1.0,3500.0,3500.0,GST18
LI000070309,JC00041480,99000M65707,Windshield Washer Fluid,Consumable,1.0,2238.12,2238.12,GST12
LI000070310,JC00041480,990J0M68876,Body G3 Advance Liquid,Consumable,1.0,123.16,123.16,GST18
LI000070311,JC00041481,1120091571,Body Shell in White,Macro,1.0,121165.4,121165.4,GST18
LI000070312,JC00041481,99000M30364,Super Lubricant,Consumable,1.0,197.83,197.83,GST12
LI000070313,JC00041482,34291537,ECM Harness,Mid,1.0,21481.2,21481.2,GST18
LI000070314,JC00041483,4866765,Seal Ring,Micro,1.0,943.42,943.42,GST5
LI000070315,JC00041483,990J0M65520,Car Primer,Consumable,0.5,2327.59,1163.8,GST12
LI000070316,JC00041483,99128449,Brake Fluid,PM,1.0,4664.39,4664.39,GST12
LI000070317,JC00041484,99000M50025,Microfibre Cloth,Consumable,2.0,1193.67,2387.34,GST5
LI000070318,JC00041484,17694878,Ignition Coil,Mid,1.0,5696.92,5696.92,GST5
LI000070319,JC00041485,1120062249,Engine Block Assembly,Macro,1.0,166952.39,166952.39,GST18
LI000070320,JC00041486,99000M76830,Seat Protection Cover,Consumable,1.0,1120.12,1120.12,GST18
LI000070321,JC00041486,13771268,Wiper Blade Insert,PM,1.0,3480.27,3480.27,GST18
LI000070322,JC00041487,137678316,Wiper Blade Insert,PM,1.0,3245.0,3245.0,GST12
LI000070323,JC00041487,0921950,Banjo Connector Screw,Micro,2.0,55.13,110.26,GST5
LI000070324,JC00041488,990J0M20319,Body Wax Top,Consumable,2.0,2106.88,4213.76,GST12
LI000070325,JC00041488,99000M38523,Super Adhesive,Consumable,0.25,2342.25,585.56,GST18
LI000070326,JC00041489,99000M44272,Tyre Shine,Consumable,0.25,284.03,71.01,GST18
LI000070327,JC00041489,6A076024,Front End Module,Macro,1.0,221451.16,221451.16,GST18
LI000070328,JC00041489,990J0M427073,Spark Plug,PM,1.0,1496.87,1496.87,GST5
LI000070329,JC00041490,13760072,Fuel Filter Kit,PM,1.0,2557.07,2557.07,GST5
LI000070330,JC00041490,99170774,Fuel Filter Kit,PM,1.0,879.17,879.17,GST18
LI000070331,JC00041491,99000M02378,Seat Protection Cover,Consumable,1.0,1991.52,1991.52,GST18
LI000070332,JC00041492,3863472,O-Ring Washer,Micro,1.0,547.81,547.81,GST5
LI000070333,JC00041492,99000M99845,Foam Wash Liquid,Consumable,2.0,216.4,432.8,GST18
LI000070334,JC00041492,4869472,Lock Pin,Micro,1.0,1312.1,1312.1,GST18
LI000070335,JC00041493,95175641,Relay Module,Mid,1.0,26980.23,26980.23,GST18
LI000070336,JC00041494,990J0M66330,Rubber Care,Consumable,1.0,350.19,350.19,GST18
LI000070337,JC00041495,3837777,Hose Clamp,Micro,2.0,66.1,132.2,GST12
LI000070338,JC00041495,34253408,ECM Harness,Mid,1.0,39473.17,39473.17,GST18
LI000070339,JC00041496,99000M61097,Seat Protection Cover,Consumable,1.0,1015.55,1015.55,GST5
LI000070340,JC00041497,990J0M72092,Seat Protection Cover,Consumable,0.25,1285.11,321.28,GST5
LI000070341,JC00041497,3E018906,Complete Body Shell,Macro,1.0,29162.84,29162.84,GST18
LI000070342,JC00041498,99000M99845,Foam Wash Liquid,Consumable,0.25,216.4,54.1,GST18
LI000070343,JC00041498,990J0M71736,Super Adhesive,Consumable,0.25,549.85,137.46,GST18
LI000070344,JC00041498,99000M76830,Seat Protection Cover,Consumable,0.25,1120.12,280.03,GST5
LI000070345,JC00041499,3868147,Tie Rod Lock Washer,Micro,2.0,1378.53,2757.06,GST12
LI000070346,JC00041500,99000M62302,Body G3 Advance Liquid,Consumable,1.0,958.42,958.42,GST18
LI000070347,JC00041501,165698260,Air Filter Element,PM,1.0,3783.66,3783.66,GST18
LI000070348,JC00041501,0929795,Bolt Kit,Micro,1.0,912.04,912.04,GST18
LI000070349,JC00041502,99000M44272,Tyre Shine,Consumable,1.0,284.03,284.03,GST12
LI000070350,JC00041503,5M060138,Engine Block Assembly,Macro,1.0,177038.79,177038.79,GST5
LI000070351,JC00041503,990J0M12676,Super Adhesive,Consumable,1.0,2316.49,2316.49,GST18
LI000070352,JC00041504,99000M96286,Upholstery Cleaner,Consumable,0.5,171.98,85.99,GST18
LI000070353,JC00041504,990J0M60576,Body G3 Advance Liquid,Consumable,2.0,292.53,585.06,GST12
LI000070354,JC00041505,99000M93026,Body Wax Top,Consumable,0.25,1316.69,329.17,GST12
LI000070355,JC00041505,990J0M08712,Car Primer,Consumable,0.5,44.04,22.02,GST18
LI000070356,JC00041506,13729623,Fuel Filter Kit,PM,1.0,5110.96,5110.96,GST12
LI000070357,JC00041506,99000M23493,Steering Cover,Consumable,0.25,1528.89,382.22,GST18
LI000070358,JC00041506,990J0M19200,Upholstery Cleaner,Consumable,0.5,2027.18,1013.59,GST18
LI000070359,JC00041507,990J0M88678,Seat Protection Cover,Consumable,1.0,1707.22,1707.22,GST5
LI000070360,JC00041508,42136015,Wheel Cylinder,Mid,1.0,28507.89,28507.89,GST18
LI000070361,JC00041508,99000M40774,Upholstery Cleaner,Consumable,0.25,1434.29,358.57,GST18
LI000070362,JC00041509,137529725,Brake Fluid,PM,1.0,1006.52,1006.52,GST5
LI000070363,JC00041510,99000M37514,Super Adhesive,Consumable,1.0,859.26,859.26,GST5
LI000070364,JC00041511,99000M89122,Super Cleaner,Consumable,3.0,1684.57,5053.71,GST18
LI000070365,JC00041512,3865018,Tie Rod Lock Washer,Micro,1.0,179.76,179.76,GST18
LI000070366,JC00041512,99000M76830,Seat Protection Cover,Consumable,0.25,1120.12,280.03,GST18
LI000070367,JC00041512,137784733,Clutch Fluid,PM,1.0,2561.11,2561.11,GST5
LI000070368,JC00041513,0925719,Bolt Kit,Micro,1.0,48.03,48.03,GST18
LI000070369,JC00041514,990J0M57809,Car Primer,Consumable,3.0,2058.75,6176.25,GST12
LI000070370,JC00041515,4862792,Crush Washer,Micro,4.0,357.68,1430.72,GST12
LI000070371,JC00041516,99000M26651,Body G3 Advance Liquid,Consumable,1.0,992.78,992.78,GST18
LI000070372,JC00041516,990J0M48200,Steering Cover,Consumable,0.25,505.12,126.28,GST12
LI000070373,JC00041517,42136015,Wheel Cylinder,Mid,1.0,28507.89,28507.89,GST5
LI000070374,JC00041518,99000M66213,Car Primer,Consumable,1.0,700.68,700.68,GST18
LI000070375,JC00041519,3838790,Hose Clamp,Micro,1.0,891.48,891.48,GST18
LI000070376,JC00041520,0927600,O-Ring Washer,Micro,1.0,380.91,380.91,GST5
LI000070377,JC00041520,990J0M46853,Body Wax Top,Consumable,0.25,2455.6,613.9,GST18
LI000070378,JC00041521,3E024484,Chassis Frame,Macro,1.0,154310.82,154310.82,GST12
LI000070379,JC00041522,5M083379,Body Shell in White,Macro,1.0,109279.16,109279.16,GST5
LI000070380,JC00041523,5M060138,Engine Block Assembly,Macro,2.0,177038.79,354077.58,GST18
LI000070381,JC00041523,990J0M43595,Super Cleaner,Consumable,2.0,2022.22,4044.44,GST12
LI000070382,JC00041524,990J0M79585,Windshield Washer Fluid,Consumable,0.5,1826.72,913.36,GST5
LI000070383,JC00041525,990J0M03353,Body Wax Top,Consumable,0.5,1847.36,923.68,GST18
LI000070384,JC00041526,990J0M56189,Foam Wash Liquid,Consumable,3.0,1356.18,4068.54,GST18
LI000070385,JC00041527,6A076024,Front End Module,Macro,2.0,221451.16,442902.32,GST12
LI000070386,JC00041527,99000M80652,Foam Wash Liquid,Consumable,1.0,1467.02,1467.02,GST12
LI000070387,JC00041528,990J0M84906,Super Lubricant,Consumable,0.5,2342.46,1171.23,GST18
LI000070388,JC00041528,990J0M57809,Car Primer,Consumable,0.25,2058.75,514.69,GST18
LI000070389,JC00041529,95153585,Brake Pad Set,Mid,1.0,36077.72,36077.72,GST18
LI000070390,JC00041530,3836742,Spacer Shim,Micro,1.0,745.66,745.66,GST18
LI000070391,JC00041531,3831770,Hose Clamp,Micro,1.0,465.13,465.13,GST18
LI000070392,JC00041531,990J0M65555,Super Lubricant,Consumable,0.5,2166.5,1083.25,GST12
LI000070393,JC00041532,99000M44272,Tyre Shine,Consumable,0.25,284.03,71.01,GST18
LI000070394,JC00041532,990J0M46853,Body Wax Top,Consumable,2.0,2455.6,4911.2,GST18
LI000070395,JC00041533,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST12
LI000070396,JC00041533,99000M93274,Super Cleaner,Consumable,2.0,1527.82,3055.64,GST18
LI000070397,JC00041534,99000M54350,Foam Wash Liquid,Consumable,1.0,111.41,111.41,GST18
LI000070398,JC00041534,990J0M87102,Windshield Washer Fluid,Consumable,0.25,1124.98,281.24,GST18
LI000070399,JC00041535,1120041348,Body Shell in White,Macro,1.0,95193.24,95193.24,GST18
LI000070400,JC00041536,990J0M14407,Upholstery Cleaner,Consumable,0.5,2067.88,1033.94,GST12
LI000070401,JC00041537,99000M32721,RTV Gasket Maker,Consumable,2.0,2247.4,4494.8,GST12
LI000070402,JC00041538,5M055113,Powertrain Assembly,Macro,1.0,59726.34,59726.34,GST12
LI000070403,JC00041539,16559138,Engine Oil 5W30,PM,1.0,4963.61,4963.61,GST18
LI000070404,JC00041539,99000M21362,Foam Wash Liquid,Consumable,2.0,2257.36,4514.72,GST18
LI000070405,JC00041539,4864876,Seal Ring,Micro,2.0,233.05,466.1,GST5
LI000070406,JC00041540,42131804,AC Compressor Bracket,Mid,2.0,34474.83,68949.66,GST18
LI000070407,JC00041540,990J0M38098,RTV Gasket Maker,Consumable,1.0,1033.9,1033.9,GST5
LI000070408,JC00041541,99000M47936,Tyre Shine,Consumable,0.25,1732.37,433.09,GST18
LI000070409,JC00041541,990J0M76549,Steering Cover,Consumable,0.5,639.95,319.98,GST5
LI000070410,JC00041542,99000M83052,Windshield Washer Fluid,Consumable,1.0,936.33,936.33,GST18
LI000070411,JC00041543,4868901,Seal Ring,Micro,2.0,608.21,1216.42,GST5
LI000070412,JC00041544,5M044084,Transmission Assembly,Macro,1.0,79579.42,79579.42,GST12
