Job_Card_Number,Date_In,Dealer_ID,Chassis_Number,Customer_ID,Service_Type,Odometer_Reading,Visit_Reason
JC00040615,2025-10-02,DLR023,VIN0005890,CUST014450,General Repair,101698,Routine
JC00040616,2025-01-26,DLR012,VIN0015075,CUST012599,Accident Repair,108991,Routine
JC00040617,2025-10-28,DLR003,VIN0022729,CUST017983,Inspection,100928,Routine
JC00040618,2025-11-30,DLR024,VIN0012889,CUST007675,Periodic Service,38984,Campaign
JC00040619,2025-11-11,DLR021,VIN0002867,CUST005255,Accident Repair,72583,Routine
JC00040620,2025-04-13,DLR029,VIN0010098,CUST014479,Accident Repair,35590,Routine
JC00040621,2025-09-11,DLR011,VIN0007204,CUST020323,General Repair,78120,Routine
JC00040622,2025-07-29,DLR021,VIN0020182,CUST007018,General Repair,110831,Routine
JC00040623,2025-08-01,DLR028,VIN0016326,CUST020674,Inspection,5019,Routine
JC00040624,2025-08-20,DLR007,VIN0013511,CUST000251,Inspection,18612,Routine
JC00040625,2025-10-15,DLR004,VIN0011183,CUST007853,General Repair,68720,Routine
JC00040626,2025-12-06,DLR005,VIN0000098,CUST016311,Accident Repair,95449,Routine
JC00040627,2025-09-08,DLR026,VIN0019506,CUST000904,General Repair,86990,Routine
JC00040628,2025-05-01,DLR030,VIN0019481,CUST004293,General Repair,55212,Routine
JC00040629,2025-11-28,DLR001,VIN0011034,CUST002426,Periodic Service,37914,Routine
JC00040630,2025-05-16,DLR026,VIN0006530,CUST022495,Inspection,42281,Routine
JC00040631,2025-09-19,DLR011,VIN0019750,CUST007712,Accident Repair,106145,Routine
JC00040632,2025-12-02,DLR026,VIN0001828,CUST014546,Accident Repair,2939,Routine
JC00040633,2025-07-09,DLR014,VIN0003937,CUST018934,Accident Repair,39595,Routine
JC00040634,2025-03-28,DLR002,VIN0023454,CUST006038,Accident Repair,5736,Routine
JC00040635,2025-06-20,DLR001,VIN0014890,CUST003129,General Repair,118511,Routine
JC00040636,2025-08-18,DLR010,VIN0019784,CUST023678,Inspection,22024,Routine
JC00040637,2025-05-07,DLR023,VIN0000032,CUST007856,General Repair,33909,Routine
JC00040638,2025-05-07,DLR015,VIN0001008,CUST024382,General Repair,34924,Routine
JC00040639,2025-02-23,DLR026,VIN0018051,CUST009611,Periodic Service,91869,Routine
JC00040640,2025-01-01,DLR003,VIN0021642,CUST013569,Inspection,108832,Routine
JC00040641,2025-03-20,DLR023,VIN0002386,CUST004181,Inspection,100819,Routine
JC00040642,2025-06-18,DLR005,VIN0005332,CUST002135,Inspection,71402,Routine
JC00040643,2025-07-17,DLR001,VIN0009294,CUST024938,Periodic Service,25645,Routine
JC00040644,2025-06-26,DLR001,VIN0018631,CUST015724,Inspection,89416,Routine
JC00040645,2025-12-23,DLR001,VIN0004586,CUST018370,Accident Repair,84298,Campaign
JC00040646,2025-08-17,DLR002,VIN0009038,CUST021947,Inspection,10490,Routine
JC00040647,2025-06-13,DLR014,VIN0009316,CUST021032,Periodic Service,102846,Routine
JC00040648,2025-02-03,DLR029,VIN0013780,CUST024667,Recall,55293,Routine
JC00040649,2025-03-09,DLR029,VIN0001919,CUST002996,Inspection,63515,Routine
JC00040650,2025-01-21,DLR020,VIN0011832,CUST023130,Inspection,104922,Routine
JC00040651,2025-07-29,DLR029,VIN0005681,CUST019041,Accident Repair,74614,Campaign
JC00040652,2025-08-02,DLR018,VIN0015878,CUST005440,Accident Repair,38008,Routine
JC00040653,2025-09-16,DLR014,VIN0024993,CUST022329,Inspection,49707,Routine
JC00040654,2025-11-03,DLR030,VIN0012454,CUST018470,General Repair,83645,Routine
JC00040655,2025-11-07,DLR027,VIN0005259,CUST011144,Periodic Service,15685,Routine
JC00040656,2025-08-17,DLR008,VIN0017047,CUST005938,Accident Repair,44893,Routine
JC00040657,2025-01-08,DLR024,VIN0001284,CUST016093,Accident Repair,71374,Routine
JC00040658,2025-05-05,DLR007,VIN0021420,CUST024596,Inspection,31374,Routine
JC00040659,2025-05-09,DLR023,VIN0011540,CUST007592,Inspection,34010,Routine
JC00040660,2025-02-05,DLR024,VIN0007636,CUST023090,General Repair,93693,Routine
JC00040661,2025-02-10,DLR005,VIN0023848,CUST009643,Accident Repair,99286,Campaign
JC00040662,2025-02-07,DLR015,VIN0008128,CUST010018,Accident Repair,49204,Routine
JC00040663,2025-01-07,DLR023,VIN0023763,CUST012280,General Repair,38781,Campaign
JC00040664,2025-05-27,DLR021,VIN0012092,CUST000196,Inspection,28601,Routine
JC00040665,2025-06-02,DLR021,VIN0005244,CUST018499,Inspection,65803,Routine
JC00040666,2025-10-31,DLR006,VIN0010757,CUST005047,General Repair,118041,Routine
JC00040667,2025-05-05,DLR010,VIN0016171,CUST003015,Accident Repair,51763,Routine
JC00040668,2025-09-07,DLR015,VIN0023382,CUST019274,General Repair,113526,Routine
JC00040669,2025-05-24,DLR026,VIN0014922,CUST015998,General Repair,30544,Routine
JC00040670,2025-07-15,DLR013,VIN0002460,CUST009003,Accident Repair,24543,Routine
JC00040671,2025-11-16,DLR002,VIN0018666,CUST019927,Inspection,54139,Routine
JC00040672,2025-06-03,DLR016,VIN0018109,CUST014751,General Repair,36014,Routine
JC00040673,2025-09-26,DLR018,VIN0016556,CUST023792,Periodic Service,113824,Routine
JC00040674,2025-04-20,DLR017,VIN0023160,CUST014976,Accident Repair,34717,Routine
JC00040675,2025-07-04,DLR012,VIN0018898,CUST005034,Inspection,10271,Routine
JC00040676,2025-09-07,DLR011,VIN0010819,CUST004904,General Repair,11021,Routine
JC00040677,2025-04-05,DLR019,VIN0011057,CUST003942,Periodic Service,33483,Routine
JC00040678,2025-08-20,DLR020,VIN0006009,CUST004437,Accident Repair,45069,Routine
JC00040679,2025-07-03,DLR028,VIN0008993,CUST023174,Accident Repair,50949,Routine
JC00040680,2025-04-01,DLR003,VIN0022367,CUST014603,Accident Repair,42169,Routine
JC00040681,2025-03-22,DLR026,VIN0018067,CUST006825,General Repair,79353,Routine
JC00040682,2025-08-27,DLR024,VIN0007694,CUST000468,Inspection,66999,Routine
JC00040683,2025-07-05,DLR023,VIN0012568,CUST016851,Periodic Service,21694,Routine
JC00040684,2025-06-28,DLR016,VIN0024893,CUST020398,General Repair,40181,Routine
JC00040685,2025-12-29,DLR012,VIN0020441,CUST004617,Accident Repair,30229,Routine
JC00040686,2025-01-03,DLR023,VIN0021299,CUST022590,General Repair,67178,Routine
JC00040687,2025-06-27,DLR013,VIN0005228,CUST018011,Inspection,43303,Routine
JC00040688,2025-07-20,DLR002,VIN0023183,CUST016036,Periodic Service,11607,Routine
JC00040689,2025-05-09,DLR002,VIN0009696,CUST002214,General Repair,99279,Routine
JC00040690,2025-03-01,DLR016,VIN0002439,CUST010173,Accident Repair,17653,Routine
JC00040691,2025-03-26,DLR008,VIN0015298,CUST012523,Accident Repair,115669,Routine
JC00040692,2025-04-05,DLR021,VIN0008500,CUST019128,Accident Repair,10000,Routine
JC00040693,2025-09-03,DLR029,VIN0014154,CUST008038,Periodic Service,94516,Routine
JC00040694,2025-12-16,DLR006,VIN0012591,CUST017623,Accident Repair,52585,Routine
JC00040695,2025-11-14,DLR022,VIN0016156,CUST022473,Periodic Service,35877,Routine
JC00040696,2025-04-02,DLR010,VIN0011537,CUST015851,Accident Repair,5981,Routine
JC00040697,2025-12-03,DLR026,VIN0003799,CUST017044,Accident Repair,58201,Routine
JC00040698,2025-04-08,DLR009,VIN0008388,CUST006886,Periodic Service,46297,Routine
JC00040699,2025-04-07,DLR027,VIN0001865,CUST014145,Inspection,77932,Routine
JC00040700,2025-01-01,DLR013,VIN0024550,CUST019588,Accident Repair,28204,Routine
JC00040701,2025-01-05,DLR030,VIN0003329,CUST023297,Periodic Service,19171,Routine
JC00040702,2025-03-16,DLR027,VIN0014311,CUST023676,Accident Repair,84781,Routine
JC00040703,2025-04-19,DLR002,VIN0012750,CUST020937,Accident Repair,49922,Routine
JC00040704,2025-04-13,DLR016,VIN0015908,CUST012651,Inspection,99326,Campaign
JC00040705,2025-08-14,DLR024,VIN0003150,CUST000277,General Repair,102636,Routine
JC00040706,2025-08-23,DLR021,VIN0024692,CUST003640,Inspection,3204,Routine
JC00040707,2025-09-14,DLR005,VIN0023761,CUST018697,Accident Repair,66250,Routine
JC00040708,2025-11-26,DLR009,VIN0022498,CUST009319,Inspection,115807,Routine
JC00040709,2025-08-05,DLR022,VIN0017060,CUST012687,General Repair,89501,Routine
JC00040710,2025-06-12,DLR002,VIN0016580,CUST011181,Inspection,35856,Routine
JC00040711,2025-05-09,DLR006,VIN0014156,CUST002275,General Repair,70429,Campaign
JC00040712,2025-12-29,DLR016,VIN0017383,CUST015180,Accident Repair,69630,Routine
JC00040713,2025-03-03,DLR001,VIN0020255,CUST016391,Inspection,13964,Routine
JC00040714,2025-06-26,DLR010,VIN0008532,CUST019466,Inspection,32494,Routine
JC00040715,2025-09-06,DLR025,VIN0014318,CUST004938,General Repair,23884,Routine
JC00040716,2025-01-01,DLR029,VIN0022155,CUST016414,Inspection,59834,Routine
JC00040717,2025-02-24,DLR016,VIN0017608,CUST024136,Accident Repair,65319,Routine
JC00040718,2025-12-22,DLR012,VIN0021467,CUST015298,General Repair,38623,Routine
JC00040719,2025-10-20,DLR004,VIN0004021,CUST009017,Periodic Service,72301,Routine
JC00040720,2025-03-13,DLR005,VIN0020204,CUST007701,Accident Repair,78028,Routine
JC00040721,2025-08-07,DLR009,VIN0018353,CUST001148,Recall,57698,Routine
JC00040722,2025-01-21,DLR013,VIN0012822,CUST012507,Accident Repair,115512,Routine
JC00040723,2025-03-02,DLR016,VIN0024890,CUST022788,Periodic Service,27075,Routine
JC00040724,2025-01-18,DLR030,VIN0011246,CUST012159,Accident Repair,108871,Routine
JC00040725,2025-03-05,DLR029,VIN0000239,CUST016269,Periodic Service,118226,Routine
JC00040726,2025-12-26,DLR013,VIN0012352,CUST022702,Accident Repair,18056,Routine
JC00040727,2025-09-07,DLR002,VIN0022621,CUST006591,Accident Repair,7566,Routine
JC00040728,2025-04-26,DLR016,VIN0000593,CUST009711,Periodic Service,93867,Routine
JC00040729,2025-10-18,DLR013,VIN0017306,CUST013103,Accident Repair,49756,Routine
JC00040730,2025-10-04,DLR015,VIN0007905,CUST000560,Inspection,63577,Routine
JC00040731,2025-04-27,DLR009,VIN0004371,CUST007167,Inspection,59204,Routine
JC00040732,2025-12-29,DLR013,VIN0012572,CUST014063,Inspection,3698,Campaign
JC00040733,2025-03-20,DLR027,VIN0008310,CUST001803,General Repair,79610,Routine
JC00040734,2025-11-03,DLR022,VIN0022291,CUST023284,Accident Repair,28751,Routine
JC00040735,2025-11-16,DLR005,VIN0011958,CUST021224,Accident Repair,70167,Routine
JC00040736,2025-05-05,DLR013,VIN0006960,CUST007101,Periodic Service,48625,Routine
JC00040737,2025-09-25,DLR002,VIN0021330,CUST001581,General Repair,16309,Routine
JC00040738,2025-02-04,DLR003,VIN0002395,CUST022307,Inspection,23491,Routine
JC00040739,2025-05-17,DLR001,VIN0005938,CUST023546,General Repair,92591,Routine
JC00040740,2025-01-12,DLR017,VIN0010741,CUST001818,Inspection,85694,Routine
JC00040741,2025-05-17,DLR019,VIN0018110,CUST019280,General Repair,95984,Routine
JC00040742,2025-04-18,DLR015,VIN0003131,CUST009132,Inspection,48913,Routine
JC00040743,2025-09-24,DLR008,VIN0020928,CUST012847,Accident Repair,75099,Routine
JC00040744,2025-07-06,DLR020,VIN0007959,CUST020985,Inspection,99227,Routine
JC00040745,2025-05-05,DLR013,VIN0017220,CUST005293,General Repair,81803,Campaign
JC00040746,2025-02-18,DLR012,VIN0003560,CUST017464,Periodic Service,96122,Campaign
JC00040747,2025-05-06,DLR015,VIN0002003,CUST009156,Accident Repair,71383,Routine
JC00040748,2025-05-05,DLR028,VIN0015018,CUST004760,Periodic Service,114175,Routine
JC00040749,2025-10-17,DLR026,VIN0011161,CUST002515,General Repair,103109,Routine
JC00040750,2025-03-31,DLR024,VIN0014826,CUST015786,General Repair,110427,Routine
JC00040751,2025-07-19,DLR011,VIN0018601,CUST011359,General Repair,18779,Routine
JC00040752,2025-12-22,DLR017,VIN0014745,CUST020075,General Repair,2102,Routine
JC00040753,2025-04-20,DLR008,VIN0011243,CUST006847,Accident Repair,59240,Routine
JC00040754,2025-12-11,DLR014,VIN0002326,CUST020860,General Repair,102586,Routine
JC00040755,2025-12-10,DLR029,VIN0006556,CUST004284,General Repair,35430,Routine
JC00040756,2025-02-04,DLR025,VIN0005385,CUST010234,General Repair,70668,Routine
JC00040757,2025-06-25,DLR011,VIN0022869,CUST008564,Accident Repair,101010,Routine
JC00040758,2025-03-08,DLR008,VIN0020876,CUST014738,General Repair,27407,Routine
JC00040759,2025-05-24,DLR030,VIN0017236,CUST024604,General Repair,4409,Routine
JC00040760,2025-10-23,DLR015,VIN0022341,CUST022935,General Repair,17921,Routine
JC00040761,2025-08-21,DLR016,VIN0004348,CUST005127,Inspection,20094,Campaign
JC00040762,2025-12-18,DLR016,VIN0002706,CUST006269,Periodic Service,84109,Routine
JC00040763,2025-09-11,DLR007,VIN0008055,CUST022696,Periodic Service,109192,Routine
JC00040764,2025-06-26,DLR018,VIN0006172,CUST010208,Inspection,93514,Routine
JC00040765,2025-04-11,DLR018,VIN0002396,CUST013879,General Repair,112068,Routine
JC00040766,2025-01-19,DLR008,VIN0005398,CUST013907,Inspection,24985,Campaign
JC00040767,2025-07-17,DLR002,VIN0012427,CUST005734,General Repair,5503,Routine
JC00040768,2025-03-24,DLR028,VIN0003527,CUST002013,Inspection,3713,Routine
JC00040769,2025-11-11,DLR014,VIN0014350,CUST003720,Inspection,33111,Routine
JC00040770,2025-04-24,DLR024,VIN0016023,CUST000264,Inspection,110514,Routine
JC00040771,2025-09-08,DLR002,VIN0010795,CUST023771,Accident Repair,76301,Routine
JC00040772,2025-07-19,DLR001,VIN0002193,CUST013684,Inspection,54579,Routine
JC00040773,2025-01-07,DLR020,VIN0022750,CUST021139,Accident Repair,45221,Routine
JC00040774,2025-11-28,DLR006,VIN0020184,CUST019011,Inspection,92478,Routine
JC00040775,2025-06-22,DLR024,VIN0011153,CUST008279,Accident Repair,83188,Routine
JC00040776,2025-06-16,DLR008,VIN0010466,CUST013678,Inspection,15639,Routine
JC00040777,2025-11-28,DLR011,VIN0007389,CUST013388,General Repair,98337,Routine
JC00040778,2025-11-27,DLR029,VIN0019857,CUST006637,Accident Repair,101271,Routine
JC00040779,2025-10-11,DLR017,VIN0012760,CUST008073,Inspection,14111,Routine
JC00040780,2025-03-08,DLR021,VIN0006596,CUST019265,Inspection,43195,Routine
JC00040781,2025-01-17,DLR025,VIN0010985,CUST009219,Periodic Service,78997,Routine
JC00040782,2025-06-19,DLR013,VIN0005614,CUST016077,Periodic Service,83467,Campaign
JC00040783,2025-07-08,DLR024,VIN0004776,CUST022274,Accident Repair,110121,Routine
JC00040784,2025-04-17,DLR016,VIN0017674,CUST019575,General Repair,105717,Routine
JC00040785,2025-10-30,DLR013,VIN0020739,CUST016919,Inspection,91905,Routine
JC00040786,2025-07-11,DLR014,VIN0023852,CUST010888,General Repair,119698,Routine
JC00040787,2025-03-20,DLR027,VIN0015170,CUST001730,Periodic Service,67635,Routine
JC00040788,2025-01-13,DLR015,VIN0016605,CUST006392,Inspection,51740,Routine
JC00040789,2025-11-28,DLR013,VIN0023051,CUST003128,General Repair,81419,Routine
JC00040790,2025-07-11,DLR019,VIN0000355,CUST008007,Inspection,16654,Routine
JC00040791,2025-02-17,DLR019,VIN0009635,CUST017667,General Repair,111648,Routine
JC00040792,2025-01-02,DLR029,VIN0007811,CUST005671,General Repair,61758,Routine
JC00040793,2025-01-30,DLR024,VIN0022737,CUST010725,General Repair,44412,Routine
JC00040794,2025-02-02,DLR028,VIN0001709,CUST017933,Accident Repair,65198,Routine
JC00040795,2025-07-20,DLR016,VIN0023736,CUST015018,General Repair,55089,Routine
JC00040796,2025-12-10,DLR010,VIN0005496,CUST014321,General Repair,22707,Campaign
JC00040797,2025-01-15,DLR008,VIN0000097,CUST012935,Inspection,55205,Routine
JC00040798,2025-07-13,DLR014,VIN0003180,CUST018355,Periodic Service,60914,Routine
JC00040799,2025-11-26,DLR026,VIN0009049,CUST007919,Periodic Service,38295,Routine
JC00040800,2025-04-05,DLR020,VIN0002974,CUST023320,Inspection,54286,Routine
JC00040801,2025-07-13,DLR018,VIN0010546,CUST006307,Accident Repair,23217,Routine
JC00040802,2025-04-24,DLR003,VIN0023340,CUST008036,Inspection,104214,Routine
JC00040803,2025-01-20,DLR025,VIN0014992,CUST000617,Inspection,27210,Routine
JC00040804,2025-12-16,DLR005,VIN0014843,CUST023371,Inspection,39442,Routine
JC00040805,2025-08-25,DLR027,VIN0013829,CUST023954,Accident Repair,61261,Routine
JC00040806,2025-09-03,DLR028,VIN0007852,CUST022260,General Repair,62168,Routine
JC00040807,2025-11-29,DLR023,VIN0023919,CUST011742,Periodic Service,57850,Routine
JC00040808,2025-06-07,DLR015,VIN0002940,CUST004842,Accident Repair,26181,Routine
JC00040809,2025-04-21,DLR018,VIN0006585,CUST013662,Accident Repair,91941,Routine
JC00040810,2025-11-28,DLR030,VIN0011329,CUST018907,Inspection,77771,Routine
JC00040811,2025-04-03,DLR001,VIN0012134,CUST017767,Accident Repair,1838,Routine
JC00040812,2025-06-29,DLR014,VIN0014949,CUST000082,Inspection,91408,Routine
JC00040813,2025-11-21,DLR006,VIN0017052,CUST006992,General Repair,76822,Routine
JC00040814,2025-08-16,DLR003,VIN0019959,CUST024485,General Repair,86011,Routine
JC00040815,2025-01-22,DLR027,VIN0022162,CUST004090,General Repair,56481,Routine
JC00040816,2025-09-11,DLR011,VIN0017530,CUST001315,Periodic Service,37769,Routine
JC00040817,2025-11-19,DLR020,VIN0022924,CUST014854,Accident Repair,98874,Routine
JC00040818,2025-04-05,DLR017,VIN0021120,CUST014384,Periodic Service,68672,Routine
JC00040819,2025-05-25,DLR024,VIN0023769,CUST022984,Accident Repair,55474,Routine
JC00040820,2025-10-23,DLR030,VIN0002884,CUST014631,Accident Repair,27706,Routine
JC00040821,2025-08-30,DLR006,VIN0003305,CUST006355,General Repair,84845,Routine
JC00040822,2025-01-02,DLR007,VIN0017872,CUST009138,Accident Repair,4374,Campaign
JC00040823,2025-02-20,DLR009,VIN0015126,CUST017257,Accident Repair,65564,Routine
JC00040824,2025-05-11,DLR028,VIN0011805,CUST012334,Inspection,69982,Routine
JC00040825,2025-03-06,DLR021,VIN0013422,CUST014273,Accident Repair,101506,Routine
JC00040826,2025-09-05,DLR012,VIN0018394,CUST001144,Accident Repair,8754,Routine
JC00040827,2025-10-07,DLR029,VIN0009722,CUST012829,General Repair,78655,Routine
JC00040828,2025-07-31,DLR028,VIN0015366,CUST011577,Accident Repair,31450,Routine
JC00040829,2025-10-04,DLR001,VIN0009553,CUST008980,General Repair,53063,Routine
JC00040830,2025-10-06,DLR023,VIN0022001,CUST016827,Inspection,5942,Routine
JC00040831,2025-10-03,DLR015,VIN0014673,CUST013366,General Repair,86151,Routine
JC00040832,2025-04-22,DLR009,VIN0022647,CUST006906,General Repair,2239,Routine
JC00040833,2025-05-11,DLR003,VIN0024778,CUST014207,General Repair,74962,Routine
JC00040834,2025-04-07,DLR029,VIN0022006,CUST017185,Accident Repair,17973,Routine
JC00040835,2025-09-03,DLR002,VIN0006651,CUST007148,Inspection,42985,Routine
JC00040836,2025-11-28,DLR016,VIN0004171,CUST023110,Accident Repair,24826,Routine
JC00040837,2025-12-15,DLR010,VIN0018148,CUST008078,General Repair,82094,Routine
JC00040838,2025-04-10,DLR006,VIN0002392,CUST019736,Periodic Service,113786,Routine
JC00040839,2025-07-13,DLR003,VIN0018504,CUST008811,Accident Repair,41657,Routine
JC00040840,2025-10-27,DLR025,VIN0015955,CUST020616,Inspection,48959,Routine
JC00040841,2025-09-23,DLR008,VIN0006791,CUST014430,General Repair,20970,Routine
JC00040842,2025-03-14,DLR023,VIN0005675,CUST018595,Inspection,63944,Routine
JC00040843,2025-06-11,DLR029,VIN0018159,CUST001161,Inspection,5525,Routine
JC00040844,2025-12-29,DLR019,VIN0022659,CUST018236,Accident Repair,10339,Routine
JC00040845,2025-11-08,DLR019,VIN0001312,CUST008146,General Repair,96178,Routine
JC00040846,2025-09-28,DLR014,VIN0008314,CUST022523,General Repair,6548,Routine
JC00040847,2025-01-10,DLR016,VIN0002634,CUST014134,Inspection,78986,Routine
JC00040848,2025-04-11,DLR027,VIN0007250,CUST004784,Inspection,17658,Routine
JC00040849,2025-08-10,DLR003,VIN0009540,CUST004823,Accident Repair,22933,Routine
JC00040850,2025-04-20,DLR004,VIN0010478,CUST020764,Accident Repair,38373,Routine
JC00040851,2025-04-07,DLR015,VIN0011849,CUST023576,General Repair,33536,Routine
JC00040852,2025-11-26,DLR006,VIN0001738,CUST001683,Periodic Service,15837,Routine
JC00040853,2025-10-14,DLR007,VIN0009786,CUST014893,General Repair,53603,Routine
JC00040854,2025-01-31,DLR012,VIN0021387,CUST006286,Accident Repair,45394,Routine
JC00040855,2025-01-13,DLR019,VIN0022415,CUST009715,Periodic Service,58522,Routine
JC00040856,2025-03-29,DLR027,VIN0015403,CUST020834,General Repair,32479,Routine
JC00040857,2025-06-25,DLR005,VIN0010374,CUST007905,General Repair,17145,Routine
JC00040858,2025-01-20,DLR021,VIN0020135,CUST001379,Inspection,16078,Routine
JC00040859,2025-08-04,DLR018,VIN0000086,CUST007063,Accident Repair,57582,Campaign
JC00040860,2025-10-18,DLR009,VIN0008007,CUST006965,Periodic Service,7202,Routine
JC00040861,2025-04-12,DLR009,VIN0020202,CUST004022,General Repair,7644,Routine
JC00040862,2025-05-05,DLR012,VIN0012581,CUST014516,Periodic Service,40170,Routine
JC00040863,2025-10-27,DLR015,VIN0016671,CUST003452,General Repair,51016,Routine
JC00040864,2025-03-24,DLR022,VIN0021168,CUST004070,Periodic Service,96143,Routine
JC00040865,2025-05-27,DLR017,VIN0022477,CUST006380,Inspection,42792,Routine
JC00040866,2025-10-22,DLR005,VIN0013253,CUST023557,Periodic Service,26958,Routine
JC00040867,2025-07-18,DLR021,VIN0017796,CUST016911,Periodic Service,46736,Routine
JC00040868,2025-09-06,DLR019,VIN0006079,CUST004760,General Repair,108432,Routine
JC00040869,2025-10-29,DLR022,VIN0013385,CUST000565,Accident Repair,81303,Routine
JC00040870,2025-01-26,DLR011,VIN0005855,CUST023735,Inspection,52920,Routine
JC00040871,2025-07-20,DLR004,VIN0001143,CUST004218,Accident Repair,94990,Routine
JC00040872,2025-10-23,DLR019,VIN0001351,CUST018813,General Repair,59168,Routine
JC00040873,2025-10-23,DLR008,VIN0009204,CUST003044,General Repair,93471,Routine
JC00040874,2025-10-27,DLR023,VIN0017482,CUST002749,General Repair,27063,Routine
JC00040875,2025-08-14,DLR002,VIN0012979,CUST008761,Inspection,46706,Routine
JC00040876,2025-05-20,DLR028,VIN0022667,CUST022932,Inspection,76922,Routine
JC00040877,2025-04-27,DLR019,VIN0001213,CUST009808,General Repair,51162,Routine
JC00040878,2025-05-18,DLR028,VIN0012905,CUST009840,Periodic Service,4530,Routine
JC00040879,2025-07-26,DLR022,VIN0006407,CUST017723,Periodic Service,67562,Routine
JC00040880,2025-06-21,DLR013,VIN0011524,CUST018588,Accident Repair,95611,Routine
JC00040881,2025-12-25,DLR011,VIN0018020,CUST012278,General Repair,98987,Routine
JC00040882,2025-06-08,DLR018,VIN0022223,CUST005520,Inspection,5035,Routine
JC00040883,2025-08-12,DLR008,VIN0020402,CUST018875,Accident Repair,36172,Routine
JC00040884,2025-11-27,DLR008,VIN0002526,CUST006110,General Repair,99214,Routine
JC00040885,2025-06-08,DLR011,VIN0009323,CUST000537,Inspection,9142,Routine
JC00040886,2025-04-17,DLR012,VIN0020592,CUST010960,General Repair,8828,Routine
JC00040887,2025-11-01,DLR020,VIN0018502,CUST018572,Inspection,54942,Routine
JC00040888,2025-12-07,DLR022,VIN0009951,CUST022944,Inspection,102612,Routine
JC00040889,2025-08-10,DLR001,VIN0011611,CUST015375,Inspection,81841,Routine
JC00040890,2025-05-28,DLR018,VIN0019952,CUST010031,General Repair,70977,Routine
JC00040891,2025-02-14,DLR013,VIN0004067,CUST019540,Accident Repair,92759,Routine
JC00040892,2025-06-28,DLR014,VIN0018725,CUST000780,Accident Repair,31334,Routine
JC00040893,2025-12-11,DLR005,VIN0021296,CUST004758,General Repair,119596,Routine
JC00040894,2025-01-09,DLR006,VIN0003914,CUST013786,General Repair,37256,Routine
JC00040895,2025-01-08,DLR016,VIN0009708,CUST022107,Accident Repair,74262,Routine
JC00040896,2025-08-18,DLR010,VIN0006664,CUST020329,Periodic Service,83189,Routine
JC00040897,2025-01-31,DLR012,VIN0015048,CUST018237,General Repair,114535,Routine
JC00040898,2025-11-18,DLR028,VIN0001278,CUST016064,Inspection,118491,Routine
JC00040899,2025-04-23,DLR015,VIN0008079,CUST019830,General Repair,47904,Routine
JC00040900,2025-10-27,DLR013,VIN0007020,CUST024647,Accident Repair,7745,Routine
JC00040901,2025-06-08,DLR012,VIN0013174,CUST011774,Accident Repair,18213,Routine
JC00040902,2025-04-18,DLR002,VIN0018918,CUST001170,General Repair,68496,Routine
JC00040903,2025-11-25,DLR007,VIN0004198,CUST003631,Periodic Service,118372,Routine
JC00040904,2025-04-06,DLR025,VIN0000617,CUST015584,General Repair,5829,Routine
JC00040905,2025-12-21,DLR006,VIN0002474,CUST013863,Accident Repair,72663,Routine
JC00040906,2025-02-09,DLR019,VIN0010224,CUST017985,Accident Repair,10160,Routine
JC00040907,2025-01-28,DLR030,VIN0011604,CUST021766,Inspection,79548,Routine
JC00040908,2025-08-04,DLR013,VIN0009534,CUST019371,Inspection,36000,Routine
JC00040909,2025-03-15,DLR024,VIN0004853,CUST008563,Inspection,109964,Routine
JC00040910,2025-02-25,DLR012,VIN0005199,CUST014083,General Repair,111533,Routine
JC00040911,2025-09-19,DLR022,VIN0003223,CUST010969,Inspection,99797,Routine
JC00040912,2025-09-13,DLR017,VIN0002166,CUST005250,General Repair,102308,Routine
JC00040913,2025-06-30,DLR017,VIN0012166,CUST009263,General Repair,83105,Routine
JC00040914,2025-11-18,DLR013,VIN0022548,CUST003615,General Repair,17210,Routine
JC00040915,2025-08-28,DLR009,VIN0006454,CUST012045,Accident Repair,89904,Routine
JC00040916,2025-04-14,DLR003,VIN0008612,CUST002673,Inspection,49110,Routine
JC00040917,2025-02-23,DLR014,VIN0019326,CUST023613,Accident Repair,60585,Routine
JC00040918,2025-09-12,DLR015,VIN0008094,CUST016401,Periodic Service,31635,Routine
JC00040919,2025-05-26,DLR027,VIN0014995,CUST005385,General Repair,110258,Routine
JC00040920,2025-04-04,DLR011,VIN0017493,CUST018396,Accident Repair,67821,Routine
JC00040921,2025-01-24,DLR022,VIN0013289,CUST019738,Inspection,92816,Routine
JC00040922,2025-06-07,DLR025,VIN0022087,CUST023262,Periodic Service,80319,Routine
JC00040923,2025-01-12,DLR029,VIN0004262,CUST001666,Accident Repair,70369,Routine
JC00040924,2025-04-09,DLR015,VIN0011356,CUST018338,General Repair,113773,Routine
JC00040925,2025-09-21,DLR014,VIN0022297,CUST002173,General Repair,7853,Routine
JC00040926,2025-12-12,DLR010,VIN0004463,CUST003006,Accident Repair,37979,Routine
JC00040927,2025-05-12,DLR013,VIN0012644,CUST002185,General Repair,100936,Routine
JC00040928,2025-06-12,DLR010,VIN0012652,CUST014458,General Repair,56876,Routine
JC00040929,2025-01-27,DLR018,VIN0010818,CUST008637,General Repair,118615,Campaign
JC00040930,2025-04-21,DLR010,VIN0010814,CUST012533,General Repair,43011,Routine
JC00040931,2025-10-25,DLR028,VIN0003743,CUST001814,Inspection,113281,Routine
